ID;extracted_text
8606;"SENATE ATOM-WAR PANEL HEARS HIROSHIMA SURVIVOR

Shigeko Sasamori, her face still scarred from that first blast at Hiroshima despite 39 subsequent operations, recalled in a crowded, silent Senate hearing room that she had been so disfigured by burns that her father could not recognize her when she was found in the rubble. Miss Sasamori and other Hiroshima survivors, as well as American physicians, public health experts and Government officials, testified this week before the Senate Subcommittee on Health and Scientific Research on the probable impact of nuclear war on human health. Senator Edward M. Kennedy, chairman of the subcommittee, a contender for the Democratic Party's Presidential nomination, said that he had called the hearing because many people seemed to have forgotten about the true meaning of a nuclear war at a time ''when the Soviet Union and the United States may face the onset of a new nuclear arms race.'' With a floundering strategic arms limitations treaty cooling relations between the United States and the Soviet Union, policy makers in Washington are beginning to talk again of mass evacuations and acceptable losses in the event of a nuclear war. AN-AA Generation Gap
Noting that an entire generation of Americans had not even been born in 1945 when the bombs of Hiroshima and Nagasaki ''wiped two great cities from the face of the earth in a nuclear flash,'' Senator Kennedy said: ''It is easier in 1980 to think of the nuclear issue in terms of missile shell games, megatonnage and throw-weights. It is perhaps easier to talk technologically and statistically of these things now that the mushroom cloud of a nuclear explosion is a fading shadow on our national memory.'' Mr. Kennedy did not directly criticize the President's national security policies, and an aide said that the hearing was not intended to identify the Massachusetts Democrat, who is still campaigning for the Presidential nomination, as the peace candidate."
2682;"Despite Its Warnings of Shortage, U.S. Sells Vital Nuclear Gas

The Federal Government has sold American and foreign companies millions of dollars worth of tritium for commercial use even as it has raised alarms over whether it will have enough of the radioactive gas to maintain the nation's nuclear arsenal. The only American reactors that make the gas, at the Department of Energy's Savannah River Plant in South Carolina, have been shut for safety reasons since April."
4027;"House Opens Inquiry Into U.S. Nuclear Power Venture in Saudi Arabia

WASHINGTON -- Top Trump administration officials have pushed to build nuclear power plants throughout Saudi Arabia over the vigorous objections of White House lawyers who question the legality of the plan and the ethics of a venture that could enrich Trump allies, according to a new report by House Democrats released on Tuesday. The report is the most detailed portrait to date of how senior White House figures -- including Michael T. Flynn, President Trump's first national security adviser -- worked with retired military officers to circumvent the normal policymaking process to promote an export plan that experts worried could spread nuclear weapons technology in the volatile Middle East. Administration lawyers warned that the nuclear exports plan -- called the Middle East Marshall Plan -- could violate laws meant to stop nuclear proliferation and raised concerns about Mr. Flynn's conflicts of interest. Mr. Flynn had worked on the issue for the company promoting the nuclear export plan and kept pushing it once inside the White House. But even after Mr. Flynn was fired, the proposal appears to have lingered."
5025;"Iran's New Leader Turns to Conservatives for His Cabinet

Iran's new president, Mahmoud Ahmadinejad, on Sunday nominated a cabinet dominated by conservatives as officials warned that Iran would not give in to pressure from the West over its nuclear program. Mr. Ahmadinejad's selections for his 21-member cabinet provide the first window into the policies that he may pursue in the next four years."
3566;Britain has allowed modest experiments, though those have met with public discontent. Industry hopes that Germany, which decided to end its atomic power after the Fukushima Daiichi nuclear disaster in Japan, would be receptive to fracking have also met with disappointment. On Wednesday, the European Parliament voted to tighten the rules on fracking, giving initial approval to a measure to require in-depth environmental impact studies on all such projects.
4660;"Iran's Nuclear Program

To the Editor:
In '' 'Loose' War Talk Only Helps Iran, President Says'' (front page, March 5), you write, ''Recent assessments by American spy agencies have also reaffirmed intelligence findings in 2007 and 2010 that Iran had abandoned its nuclear program.'' I disagree with that statement."
7539;''Fiskadoro's'' physical geography is gritty, lyrical, surrealistic - a landscape so densely concrete, and so disjointed, that it affects one like a feverish dream whose symbols and images demand interpretation. It is set in a time-warp described as the Quarantine, some 60 years after the nuclear destruction. The place is the Florida Keys, seemingly the only part of our globe, aside from Cuba, to have survived.
6572;"NUCLER ARMS AND NEW JOBS CLASH IN IDAHO

A plan to build the first new atomic weapons plant in a quarter of a century has ignited a major political struggle in the Northwest over jobs and nuclear disarmament. At stake in the battle for public opinion is a $1 billion facility using advanced technology to purify plutonium."
7859;Power has been restored to the Zaporizhzhia nuclear plant, a U.N. watchdog says. Maintaining power at Europe’s largest nuclear plant has been crucial to prevent a meltdown in the shadow of fighting nearby. After nearly a week offline, the Zaporizhzhia Nuclear Power Plant in southern Ukraine resumed receiving electricity from the country’s power grid, the International Atomic Energy Agency, the U.N. nuclear watchdog, said on Saturday. The restoration came after engineers finished repairing a high-voltage line damaged by  shelling.
4675;"Iran, Behind Schedule, Installs Equipment at Site for Large-Scale Uranium Enrichment

International nuclear investigators have confirmed that Iran is beginning to install equipment in the large underground chamber in Natanz, the center where Iranian officials have said they will move to industrial-scale enrichment of uranium, according to foreign diplomats and American officials. Iran said last year that it planned to install 3,000 centrifuges by this spring at Natanz, as a first step toward putting more than 50,000 of the devices in operation to produce nuclear fuel. But the program has been behind schedule, and based on reports from investigators from the International Atomic Energy Agency, the centrifuges are just now beginning to be assembled. Nonetheless, the move signals a continued defiance of the Untied Nations Security Council, which demanded last summer that Iran suspend all uranium enrichment."
3253;"FILM REVIEW; A Man, a Woman and an Atomic Bomb

Matthew Broderick has always radiated the boyish charm of a canny whiz kid ingratiating himself with the grown-ups by batting his eyes and doing adorably cute parlor routines. What prevents him from becoming an insufferable goody-two-shoes is his brash side-of-the-mouth cheekiness."
8029;"REACTOR SAFETY PROBLEMS OF 1985 LISTED - Correction Appended

Safety suffered at commercial nuclear reactors in the United States last year because of broken emergency equipment, inadequately trained operators, badly designed or maintained machinery, management weaknesses and insufficient attention to detail, the Nuclear Regulatory Commission said in a report released today. The commission has said some of the failures could have been avoided if the industry and the regulators had learned from past mistakes."
10116;"''Obsession | Calm'' is set to two movements from Ernest Bloch's ''Four Episodes,'' and ''Brahms Dances'' continues Mr. Rübsam's exploration of this composer's work through a selection of songs. Also on the program is ''Petit Pas'' (a tribute to Neil Armstrong, whose voice features in the work), and ''Half-Life 102,'' a sextet whose title refers to the 2011 earthquake and Fukushima nuclear disaster in Japan. At 3 and 8 p.m., Peridance Capezio Center, 126 East 13th Street, East Village, (212) 868-4444, sensedance.org; $30 and $55."
7176;"Nuclear Panel Is Re-examining G.E. Documents

The Nuclear Regulatory Commission is re-examining documents of the General Electric Company that raised questions about the safety and design quality of some of the company's nuclear plants. The documents, written in 1975, could leave G.E."
42;"'SAFE' FORM OF RADIATION AROUSES NEW WORRY

UNLIKE the dangerous ionizing radiation emitted by nuclear fission and X-rays, the nonionizing radiation that issues from radio transmitters, radar, electric power lines, microwave ovens and a vast array of modern devices has long been considered relatively safe. But a spate of recent scientific reports has fueled concern that low doses of nonionizing radiation can cause subtle biological effects in humans and animals that might, conceivably, cause health damage as well."
7655;"Pakistan Breaks Ground on Nuclear Plant Project With China

ISLAMABAD, Pakistan -- Prime Minister Nawaz Sharif on Tuesday ceremonially broke ground on a $9.59 billion nuclear power complex to be built in Karachi with China's help, seeking to ease Pakistan's long-running energy crisis and signaling a new step by China in becoming a top nuclear supplier. The deal, which officials said was still being finalized, is a major new advance in energy cooperation between the two countries, dwarfing previous reactor projects built along with China at Chashma, in Pakistan's interior."
2290;"China Plans Power Plants on the Sea for Islands

HONG KONG -- All the radar systems, lighthouses, barracks, ports and airfields that China has set up on its newly built island chain in the South China Sea require tremendous amounts of electricity, which is hard to come by in a place hundreds of miles from the country's power grid. Beijing may have come up with a solution: floating nuclear power plants. A state-owned company, China Shipbuilding Industry Corporation, is planning to build a fleet of the vessels to provide electricity to remote locations including offshore oil platforms and the contentious man-made islands, the state-run newspaper Global Times reported on Friday."
2948;But questions that have troubled scientists and environmentalists about food irradiation have never been answered satisfactorily. No one knows whether the process creates new chemicals at levels that may be harmful, or whether the loss of nutrients from irradiation is unacceptably high, or to what extent adding more processing plants that use nuclear components increases the risk of nuclear accidents. The proponents of food irradiation ridicule these concerns.
12166;"'Missing Link' of Atomic Matter Found

A team of Russian and American scientists has discovered a new element that has long stood as a missing link among the heaviest bits of atomic matter ever produced. The element, still nameless, appears to point the way toward a brew of still more massive elements with chemical properties no one can predict."
1668;Also vulnerable to grit are fuel injectors. These are very small, so that the fuel is atomized into a fine mist as it is sprayed. The Little design uses small, super-hard liners for the fuel-injector nozzles, made of diamond, silicon carbide or tungsten carbide.
46;Terrorists who killed the research director of the Siemens electrical group, Karl-Heinz Beckurts, in early July cited his involvement in Star Wars as a reason. Although Mr. Beckurts, a nuclear physicist, had advised Bonn in the Star Wars negotiations with Washington, Siemens is not yet involved in the research program. Indeed, initial European euphoria over the announcement in March 1983 of the five-year, $26 billion American program has turned to a more sober assessment of European industrial roles.
7557;"PRIDE AND PUNISHMENT; ISRAELIS INSIST AIR RAID ON IRAQIS WAS JUSTIFIED

Gradually, and in a spirit of sober satisfaction, Israel is beginning to assess the long-term costs and benefits of its destruction of an Iraqi nuclear reactor. Despite international condemnation, officials and foreign affairs specialists are confident that the air attack on an Iraqi nuclear reactor being completed outside Baghdad is receiving quiet applause in many capitals, including those of Arab countries hostile to Iraq. Furthermore, there is some hopeful speculation - admittedly slender - that the dramatic raid may jar some Western countries out of a pattern of willingness to provide technology and fuel to any wealthy Special to the New York Times dictatorship that wants to have its own bomb."
5393;"Japan's Nuclear Future in the Balance - Correction Appended

TOKYO -- The accident at the Fukushima Daiichi power plant has done more than spew radiation into the air and sea and force tens of thousands of people to evacuate their homes. It has blown a big hole in Japan's energy policy, which had assumed that nuclear power would supply a growing part of the country's needs. On Tuesday, Prime Minister Naoto Kan said Japan would abandon plans to build new nuclear reactors, saying at a news conference in Tokyo that Japan needed to ''start from scratch'' on its long-term energy policy. Japanese officials had said over the weekend that Japan would not abandon nuclear power as an important source of energy, so many existing reactors are expected to keep operating. However, experts have been saying that it would now be difficult for Japan to further expand use of nuclear energy and realize a policy that predates the Fukushima disaster: construction of at least 14 new reactors by 2030 to go with the 54 that now exist. If completed, those reactors would have raised nuclear power's share of Japan's electricity generation to about 50 percent. Advocates for renewable energy argue that the March earthquake, tsunami and nuclear accident have given the nation a reason to rebuild its economy as a world leader in clean, renewable energy -- even though solar, wind and geothermal combined now account for only 1 percent of Japan's electricity. An additional 8 percent or so comes from hydroelectric power."
10128;"Cherry Lane Theater, 38 Commerce Street, West Village, 866-811-4111, cherrylanetheatre.org. (Genzlinger)
'The Oldest Boy' Sarah Ruhl's new play explores the conflict between the nuclear family and Tibetan Buddhist tradition, when an American boy is identified as the reincarnation of a revered monk and teacher. Celia Keenan-Bolger portrays the conflicted mother in this tenderly drawn but tame and rather predictable play, directed by Rebecca Taichman (2:00)."
11824;"White House Turns to Social Media to Sell the Iran deal

It's the #IranDeal for Dummies, brought to you by the White House. As President Obama makes his increasingly urgent case to the public and a skeptical Congress on behalf of the nuclear accord with Iran, his team rolled out a series of digital tools on Tuesday to build support for it. The White House started a Twitter account, @TheIranDeal, designed to ""set the record straight"" about the agreement."
9556;The scenario called for a simulated detonation in an industrial section of town, causing 150 casualties. It would have had nowhere near the effect of a true nuclear weapon, like the atomic bombs dropped on Japan. But nuclear devastation is universally understood, and that makes the prospect even of a dirty bomb universally terrifying. Authorities are thus compelled to think not only about security against a tangible threat but also against a perceived threat.
7735;Though Pauling (1901-94) was one of the best American scientists of the 20th century, he is better known for his obsessive advocacy of vitamin C. The only recipient of two unshared Nobel Prizes -- one for chemistry, one for peace -- he was vilified as a quack and a Communist dupe. A champion of humanitarianism and of the nuclear test ban, he was neglectful of his own children and won a Presidential Medal of Merit for his scientific efforts during World War II. Three new books on Pauling, one of them a collection of his own words, begin with his bucolic childhood in Oregon, playing on farms, in abandoned smelters and behind the counters of general stores.
1193;"Anxiously, Los Alamos Awaits a New Era

Two of the world's largest military contractors are challenging the nation's largest university system for the job of running Los Alamos, the government's pre-eminent nuclear arms laboratory. The winner will preside over a program valued as high as $44 billion over two decades."
11230;"U.S. and 2 of Its Allies Warn North Korea on Atomic Arms

The United States, Japan and South Korea issued a joint statement here today calling on North Korea to dismantle its clandestine nuclear weapons program ""in a prompt and verifiable manner"" and warned Kim Jong Il, North Korea's leader, that his ""relations with the international community"" hinged on his quick compliance with the demand. The statement was issued after considerable behind-the-scenes diplomacy by the United States to form a common front with the Asian allies against North Korea's project to enrich uranium in its latest attempt to develop atomic weapons. But it stopped short of threatening the complete economic isolation of North Korea that the Bush administration has talked about in the last week."
286;Yet from the beginning he exerted so much influence and authority over the new institute that Clement Greenberg, the art critic who was an early patient and referred Jackson Pollock and others, called his treatment method Newtonian. Its fundamental premise was to break the bonds between parent and child: “splitting the atom of the nuclear family,” Stille writes, “and scattering its pieces.” Mothers were thought to be particularly malevolent. Free love was encouraged— if insisting that close, exclusive attachments are unhealthy can really count as “free.” Alcohol was considered an elixir, as salubrious as green juice.
6575;"Nagasaki Journal; Today's History Lesson: What Rape of Nanjing? The greatest danger, Mizuro Fukushima warned gravely, his eyes gleaming fiercely, is that naive schoolchildren may come to believe that the United States dropped the atomic bomb because Japan had done something wrong. What has incensed Mr. Fukushima is one tiny exhibit in a beautiful new museum that opened on April 1 in the city of Nagasaki, near where the second atomic bomb exploded in 1945, three days after the first bomb obliterated Hiroshima. The museum is wrenching to tour, with its life-size photos of burned and screaming babies, panoramas of charred corpses, images of teen-agers with their ears melted off."
347;"A Legacy of Ashes: The Uranium Mines Of Eastern Germany

BARREN and black, the ashen hills of nuclear waste stand like treeless offspring of the wooded mountains that cradle the towns and villages of this German frontier region. They were once shrouded with the secrecy of the Wismut uranium mines, begun in the first fever of Stalin's drive for atomic weaponry and for years the largest supplier of uranium for Moscow's nuclear effort. Five months into German unification, this vast troubled landscape affords a sobering dose of the realities united Germany is up against in cleaning up eastern Germany's environment."
11465;"Veterans Under an Atomic Cloud

ALL Edmund Burke wants is the facts, he says. Mr. Burke, an Air Force veteran who lives in Norwalk, has lost a lung and part of his windpipe to cancer."
10375;"The World: Breeding Trouble; In North Korea, Every New Bomb Is a Greater Peril

WHILE the Bush administration has insisted that North Korea's efforts to expand its nuclear arsenal is not a crisis, most experts believe it is the gravest security threat in Northeast Asia in a decade. The danger they see is in the difference between the North Korea of today -- a rogue state that United States intelligence says probably has one or two nuclear bombs -- and a North Korea with an arsenal of six or seven bombs and the means to produce more every year, exactly the fast track the country has put itself on. Not only would such an expansion vastly increase the military threat to American allies and forces in the region, and potentially to the United States itself, it would also add to the risk that North Korea could sell fissile material on the black market."
8347;But the winnowing could go on for decades. Knowing inflation's identity could be crucial if scientists are ever to unwind cosmic history back to the beginning, when they suspect the universe was ruled by a single unified force instead of the four distinct forces we know today: gravity, electromagnetism and the strong and weak nuclear forces. The Bicep2 waves seem to date from the time that theorists suspect electromagnetism and the weak force divorced the strong force, gravity having already gone its own way, but Dr. Linde says that could be a coincidence.
362;Thus armed with numbingly intensive documentation, Ms. Jacobsen has put together a set of strong allegations about Area 51's covert history. Part of ''Area 51'' is devoted to the nuclear weapons testing that began with the Manhattan Project, continued under the aegis of the Atomic Energy Commission and prompted The New York Times to tell tourists, in 1957, about a project called Operation Plumbbob: ''This is the best time in history for the non-ancient but nonetheless honorable pastime of atom-bomb watching.'' Ms. Jacobsen recoils at the weaponry that was being developed and the ghastly results of atomic testing. But she acknowledges ways in which it wound up keeping Americans safe.
3088;It might therefore seem a little uncharacteristic that some physicists are eagerly hoping to see some tiny blue flashes streak through a cathedral-size water tank buried under a mountain: a signal that an inexorable process of annihilation is gnawing away at the universe. The universal rot, if it is real, will take untold eons to complete, but it will be thorough, leaving no stars, no people, no monuments, no cinders, no sonnets, no atoms, no memories. Except for a faint and ever fading glow, the corpse of our universe would cease to exist.
9890;Mr. Begin's address in part echoed that of Andrei A. Gromyko, the Soviet Foreign Minister, who pledged earlier in the week that Moscow would not use nuclear weapons first in any war. Mr.
4142;IF IT'S TOO LATE FOR A FREEZE, WHAT CHANCE FOR A CHILL? WITH criticism of the Reagan Administration's arms control policies growing, The Week in Review asked three experts - Senator John Glenn, Democrat of Ohio, Joseph S. Nye Jr., Deputy Under Secretary of State for nonproliferation policy in the Carter Administration, and Eugene V. Rostow, director of the Arms Control and Disarmament Agency - to address themselves to the spread of nuclear weapons around the world. Excerpts of their discussion with Leslie H. Gelb and Judith Miller of The New York Times Washington bureau and Caroline Rand Herron, an editor of The Review, follow.
8636;"SHOREHAM PANEL BACKS LOADING OF NUCLEAR FUEL

A three-judge panel of the Nuclear Regulatory Commission ruled yesterday that the Long Island Lighting Company should be allowed to load nuclear fuel at its Shoreham reactor. If upheld by the commission, yesterday's ruling would bring the embattled $4.1 billion reactor one step closer to operation, despite the efforts of Suffolk County, in which it is situated, to force the utility to abandon it."
10384;"Mr. Bush is not the first president to govern in a 24-hour news cycle, but the endless drumbeat no doubt worsens the sense of perpetual crisis. The media, and sometimes the politicians themselves, have a tendency to inflate every event, from a school shooting to a sniper on the loose to the prospect of nuclear war, into a round-the-clock happening. ""It plays into the story line that we are now living in this immensely more dangerous, unpredictable world,"" said Richard Norton Smith, a presidential historian who leads the Dole Institute of Politics at the University of Kansas."
10458;"Three Mile Island: Cleaned Up, and for Sale

With a name that most people equate with nuclear disaster, Three Mile Island might not seem to be choice real estate. But GPU Inc., which owns the plant on an island in the Susquehanna River here, is convinced it can do something that no other company in the country has done: sell a used nuclear reactor. ""We've been working on its curb appeal,"" said Jim Langenbach, the site director, sounding a little like a homeowner who just added a new coat of paint before an open house."
8909;Other ideas include firing aloft ''bullets'' of frozen ozone, or placing solar-powered ozone generators in high-altitude balloons. Since ozone consists of three oxygen atoms, and atmospheric oxygen has two such atoms, raw material would be plentiful. Leon Y. Sadler, a chemical engineer at the University of Alabama, writing recently in Chemical and Engineering News, proposed using a fleet of jets to dispense ozone.
675;The resolution left the door open for the return of United Nations weapons inspectors to certify the disarmament of Iraq. Sir Jeremy said his government saw verification of Iraqi disarmament as a natural function for both the International Atomic Energy Agency and the biological and chemical weapons inspection teams. Washington this week signaled its willingness to have the atomic energy agency return to Iraq, after the looting of some significant nuclear facilities. But Washington's attitude toward Mr. Hans Blix's team remains frosty, Sir Jeremy said.
11814;"Whipped by Winds Over Land Parched by Drought, a New Mexico Wildfire Rages

LOS ALAMOS, N.M. -- Driven by a relentless drought and surging summer winds, a wildfire continued to burn virtually unchecked in the Jemez Mountains near Los Alamos National Laboratory on Friday, having already scorched tens of thousands of acres in its path and leaving firefighters scrambling to keep pace. The Las Conchas Fire, now the largest in New Mexico's history, has not spread to the laboratory, which was one of the birthplaces of the atom bomb and still conducts nuclear research, and officials said Friday that they remained confident the blaze would not reach its confines. So with the laboratory seemingly safe, attention shifted to the nearby Santa Clara Pueblo, which the fire raced toward late in the week, and where concerns were mounting over the safety of the tribe's cultural sites."
568;"A U.N. Team Arrives in Iraq For More Atom Inspections

A team of United Nations nuclear inspectors arrived in the Iraqi capital today, the first to visit since the United States and some allies imposed an air-exclusion zone in southern Iraq to prevent attacks on rebel Shiite Muslims by President Saddam Hussein's air force. The team leader, Maurizio Zifferero, said it would conduct inspections in Baghdad and other cities under a mandate from the United Nations to destroy Iraq's nuclear capacity. He declined to identify the sites of the inspections, which are to begin Tuesday."
7463;"PAKISTANI CITIES NUCLEAR ADVANCE

A Pakistani nuclear scientist said in an interview published today that his country could now enrich uranium and could produce its own atomic bomb if necessary. ''Pakistan has broken the Western countries' monopoly on the enrichment of uranium,'' Abdul Qadir Khan told the Urdu-language daily Nawa-i-Waqt."
4399;"Ideas & Trends; When the Government Runs Afoul of Its Own Regulators

PROMISING to make a clean break with 40 years of pollution at its nuclear weapons plants, the Department of Energy has signed agreements with states and with other Federal agencies committing itself to abide by environmental laws and clean up the mess. Now the Energy Department has a new problem."
10276;"The Smaller Bombs That Could Turn Ukraine Into a Nuclear War Zone

Military experts say a new generation of nuclear weapons has raised the risk that Mr. Putin might introduce less destructive atomic arms into the battlefields in and around Ukraine. In destructive power, the behemoths of the Cold War dwarfed the American atomic bomb that destroyed Hiroshima. Washington’s biggest test blast was 1,000 times as large."
531;"A Soviet Company Offers Nuclear Blasts for Sale to Anyone With the Cash

A new Soviet trading company is trying to market the power of underground nuclear explosions for commercial application to anyone in the world who has the cash. It is the first time that nuclear blasts are known to have been put up for sale, but the venture is surrounded by great uncertainty given the political turbulence in the Soviet Union and rising opposition around the world to nuclear blasts. The atomic exposions are being marketed by the International Chetek Corporation of Moscow, a private trading company tied to the Soviet arms complex. Its initial goal is to carry out blasts in the Soviet Union for the incineration of toxic wastes."
3523;"France Alleges Iran's Nuclear Plan Is for Military Use

France accused Iran of pursuing a nuclear program that could only be intended for military purposes, in comments on Thursday that reflected mounting European frustration with Iran's resumption of uranium enrichment two days ago. ''Today, it's simple -- no civilian nuclear program can explain the Iranian nuclear program,'' said Foreign Minister Philippe Douste-Blazy on a morning news program on France 2 television. ''So, it's an Iranian clandestine military nuclear program.'' His words drew a swift response from Iran, which insists that its nuclear program is peaceful and strictly intended to provide energy. ''I advise Mr. Douste-Blazy to speak diplomatically and not to increase tension,'' Ali Larijani, Iran's chief nuclear negotiator, told Iranian television. The French declaration increased the pressure on Iran, before talks next week in Brussels and Moscow with European Union and Russian officials, as Iran tries to avert a showdown at the United Nations Security Council in March."
1471;"Awaiting Iran Deal, Inspectors Prepare New Tools

VIENNA --  On the outskirts of this graceful city, the Iran Task Force of the International Atomic Energy Agency is preparing to move quickly if American and Iranian negotiators here manage to cut a deal on Iran's nuclear program in the coming days. The 50 or so members of the agency's most elite inspection unit are readying an array of new surveillance gear that is far more sophisticated than anything used before in Iran."
6267;"16
 
Pierre Elliott Trudeau of Canada has found himself dragged back into the middle of a political furor in recent days after the publication of excerpts from the diary of one of his former Cabinet ministers. 9
 
Czechoslovak police crack down on Catholics           10
 
Afghan refugee women suffer under Islamic custom           16
 
Polls suggest close vote for Pinochet           18
 
Ethiopia rebels report victory            22
 
NATIONAL/24-31, 42-46
 
A plan for an atomic weapons plant in Idaho has ignited a major political struggle in the Northwest over jobs and nuclear disarmament. It would be the first such plant built in a quarter century."
9318;"Gail: Meanwhile his opponent, whose name recognition is limited to his immediate family, reprised that old Lyndon Johnson ""Daisy"" ad where the little girl is picking petals off a flower and then suddenly - countdown to Armageddon! In this version, when the nuclear bomb goes off, Andrew Cuomo's face comes out of the cloud. Did not expect an ad about atomic warfare in the New York gubernatorial race. Possible high point of the political week for me."
912;"ATOM BOMB PARTS SEIZED IN BRITAIN EN ROUTE TO IRAQ

Six people were arrested in Britain today in what American and British officials said was an attempt to smuggle electronic devices used to trigger nuclear weapons to Iraq. Triggering devices that had been disarmed and other electronic equipment that has military uses were seized in the raids in Britain today, the officials said."
